retriever,fault_type,metric_name,sample_count,healthy_mean,fault_mean,mean_delta,median_delta,std_delta,improved_count,degraded_count,unchanged_count,expected_direction,direction_match,ci_95_lower,ci_95_upper,standardized_effect,rank_biserial_effect,quality_mean_delta,skipped_count,error_count
dense,chunk_truncation,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,context.noise_ratio,20,0.6,0.6,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,generation.answer_relevance,20,0.38115551115551116,0.38115551115551116,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,generation.faithfulness,20,0.9416666666666667,0.9416666666666667,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,retrieval.mrr,20,0.975,0.975,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,retrieval.precision_at_k,20,0.4,0.4,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,chunk_truncation,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,context.noise_ratio,20,0.57,0.57,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,generation.answer_relevance,20,0.3849391784685902,0.012698412698412698,-0.37224076577017756,-0.07941176470588235,0.41300747052493464,0,11,9,unspecified,,-0.5553091353091353,-0.19941083099906637,-0.9012930572346733,-1.0,-0.37224076577017756,0,0
dense,contradictory_answer,generation.faithfulness,20,0.9483333333333334,0.0,-0.9483333333333334,-1.0,0.13185640337545657,0,20,0,decrease,True,-1.0,-0.8866666666666667,-7.192167456843085,-1.0,-0.9483333333333334,0,0
dense,contradictory_answer,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,retrieval.mrr,20,0.95,0.95,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,retrieval.precision_at_k,20,0.43000000000000005,0.43000000000000005,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,contradictory_answer,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,context.noise_ratio,20,0.6,0.6,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,generation.answer_relevance,20,0.36281801531801533,0.3074320124320124,-0.0553860028860029,0.0,0.12799416348009002,1,8,11,decrease,True,-0.110488455988456,0.003842622655122648,-0.43272287876328364,-0.6444444444444445,-0.0553860028860029,0,0
dense,corrupted_query,generation.faithfulness,20,0.9233333333333333,0.9233333333333333,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,retrieval.mrr,20,0.95,0.95,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,retrieval.precision_at_k,20,0.4,0.4,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,corrupted_query,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,context.noise_ratio,20,0.6,0.6666666666666666,0.06666666666666665,0.06666666666666665,0.0,0,20,0,increase,True,0.06666666666666665,0.06666666666666665,,1.0,-0.06666666666666665,0,0
dense,distractor_context,generation.answer_relevance,20,0.36549603174603174,0.36549603174603174,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,generation.faithfulness,20,0.9299999999999999,0.9299999999999999,0.0,0.0,0.0,0,0,20,decrease,False,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,retrieval.mrr,20,0.9,0.9,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,retrieval.precision_at_k,20,0.4,0.4,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,distractor_context,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,context.evidence_coverage,20,1.0,0.8,-0.2,0.0,0.2449489742783178,0,8,12,unspecified,,-0.3,-0.1,-0.8164965809277261,-1.0,-0.2,0,0
dense,irrelevant_document,context.noise_ratio,20,0.6,0.68,0.08000000000000003,0.0,0.09797958971132716,0,8,12,increase,True,0.040000000000000015,0.12000000000000004,0.816496580927726,1.0,-0.08000000000000003,0,0
dense,irrelevant_document,generation.answer_relevance,20,0.322979797979798,0.322979797979798,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,generation.faithfulness,20,0.95,0.95,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,irrelevant_document,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,decrease,False,0.0,0.0,,0.0,0.0,0,0
